mr	output
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[average], familyFriendly[yes], near[The Portland Arms]"	The Cricketers is a family friendly coffee shop serving english food near The Portland Arms. It has an average customer rating.
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[high], familyFriendly[yes], near[The Portland Arms]"	The Cricketers is a children friendly coffee shop serving english food near The Portland Arms with a high customer rating.
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[low], familyFriendly[no], near[The Portland Arms]"	The Cricketers is an english coffee shop near The Portland Arms. It has a low customer rating and is not family-friendly.
"name[The Cricketers], eatType[coffee shop], food[English], customer rating[low], familyFriendly[yes], near[The Portland Arms]"	The Cricketers is a family friendly coffee shop serving english food near The Portland Arms with a low customer rating.
"name[The Eagle], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Brazil]"	The Eagle is a child friendly restaurant in the riverside area near Café Brazil. It has a customer rating of 1 out of 5.
"name[The Eagle], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Brazil]"	The Eagle is a kid friendly restaurant in the riverside area near Café Brazil with a customer rating of 3 out of 5.
"name[The Eagle], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Café Brazil]"	The Eagle is located near Café Brazil in the city centre. It has a customer rating of 5 out of 5 and is not family-friendly.
"name[The Eagle], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Brazil]"	The Eagle is a family-friendly place with a 5 out of 5 customer rating. It is located in the city centre near Café Brazil.
"name[The Eagle], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Brazil]"	The Eagle is near Café Brazil in the riverside area. It has a customer rating of 5 out of 5 and is not family-friendly.
"name[The Eagle], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Brazil]"	The Eagle is a family friendly restaurant near Café Brazil in the riverside area.
"name[The Eagle], customer rating[average], area[city centre], familyFriendly[no], near[Café Brazil]"	The Eagle is located in the city centre near Café Brazil. It has an average customer rating and is not family-friendly.
"name[The Eagle], customer rating[average], area[city centre], familyFriendly[yes], near[Café Brazil]"	The Eagle is located in the city centre near Café Brazil. It is family-friendly and has an average customer rating.
"name[The Eagle], customer rating[average], area[riverside], familyFriendly[no], near[Café Brazil]"	The Eagle is near Café Brazil in the riverside area. It is not family-friendly and has an average customer rating.
"name[The Eagle], customer rating[average], area[riverside], familyFriendly[yes], near[Café Brazil]"	The Eagle is a family friendly restaurant near Café Brazil in the riverside area. It has an average customer rating.
"name[The Eagle], customer rating[high], area[riverside], familyFriendly[yes], near[Café Brazil]"	The Eagle is a highly rated, child friendly restaurant in the riverside area near Café Brazil.
"name[The Eagle], customer rating[low], area[city centre], familyFriendly[no], near[Café Brazil]"	The Eagle is located near Café Brazil in the city centre. It is not family-friendly and has a low customer rating.
"name[The Eagle], customer rating[low], area[city centre], familyFriendly[yes], near[Café Brazil]"	The Eagle is a family-friendly restaurant near Café Brazil in the city centre with a low customer rating.
"name[The Eagle], customer rating[low], area[riverside], familyFriendly[no], near[Café Brazil]"	The Eagle is located near Café Brazil in the riverside area. It is not family-friendly and has a low customer rating.
"name[The Eagle], customer rating[low], area[riverside], familyFriendly[yes], near[Café Brazil]"	The Eagle is a family friendly restaurant near Café Brazil in the riverside area.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the £20-25 price range. It is located in the city centre. It is near Burger King. Its customer rating is high.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the £20-25 price range. It is located in the city centre. It is near Burger King. Its customer rating is high.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the £20-25 price range. It is located in the riverside. It is near Burger King. Its customer rating is high.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the £20-25 price range. It is located in the riverside. It is near Burger King. Its customer rating is high.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Burger King]"	The Eagle is a cheap chinese coffee shop located in the city centre near Burger King. It has a customer rating of 5 out of 5 and is not family friendly.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Burger King]"	The Eagle is a cheap, family friendly chinese coffee shop located in the city centre near Burger King. It has a customer rating of 5 out of 5.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Burger King]"	The Eagle is a cheap chinese coffee shop in the riverside area near Burger King. It has a customer rating of 5 out of 5 and is not family friendly.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the cheap price range. It is located in the riverside. It is near Burger King. Its customer rating is 5 out of 5.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Burger King]"	The Eagle is a cheap chinese coffee shop located in the city centre near Burger King. It has an average customer rating and is not family friendly.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Burger King]"	The Eagle is a cheap, family friendly chinese coffee shop located in the city centre near Burger King. It has an average customer rating.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Burger King]"	The Eagle is a cheap chinese coffee shop in the riverside area near Burger King. It has an average customer rating and is not family friendly.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Burger King]"	The Eagle is a cheap, family friendly chinese coffee shop in the riverside area near Burger King. It has an average customer rating.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the high price range. It is located in the city centre. It is near Burger King. Its customer rating is 1 out of 5.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the high price range. It is located in the city centre. It is near Burger King. Its customer rating is 1 out of 5.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the high price range. It is located in the riverside. It is near Burger King. Its customer rating is 1 out of 5.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the high price range. It is located in the riverside. It is near Burger King. Its customer rating is 1 out of 5.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Burger King]"	The Eagle is a high priced chinese coffee shop located in the city centre near Burger King. It has an average customer rating and is not child friendly.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the high price range. It is located in the city centre. It is near Burger King. Its customer rating is average.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Burger King]"	The Eagle is a high priced chinese coffee shop in the riverside area near Burger King. It has an average customer rating and is not children friendly.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the high price range. It is located in the riverside. It is near Burger King. Its customer rating is average.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the less than £20 price range. It is located in the city centre. It is near Burger King. Its customer rating is low.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the less than £20 price range. It is located in the city centre. It is near Burger King. Its customer rating is low.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the less than £20 price range. It is located in the riverside. It is near Burger King. Its customer rating is low.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the less than £20 price range. It is located in the riverside. It is near Burger King. Its customer rating is low.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the moderate price range. It is located in the city centre. It is near Burger King. Its customer rating is 1 out of 5.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the moderate price range. It is located in the city centre. It is near Burger King. Its customer rating is 1 out of 5.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the moderate price range. It is located in the riverside. It is near Burger King. Its customer rating is 1 out of 5.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the moderate price range. It is located in the riverside. It is near Burger King. Its customer rating is 1 out of 5.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the moderate price range. It is located in the city centre. It is near Burger King. Its customer rating is 3 out of 5.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the moderate price range. It is located in the city centre. It is near Burger King. Its customer rating is 3 out of 5.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Burger King]"	The Eagle is a moderately priced chinese coffee shop in the riverside area near Burger King. It has a customer rating of 3 out of 5 and is not kid friendly.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the moderate price range. It is located in the riverside. It is near Burger King. Its customer rating is 3 out of 5.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the more than £30 price range. It is located in the city centre. It is near Burger King. Its customer rating is high.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the more than £30 price range. It is located in the city centre. It is near Burger King. Its customer rating is high.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the more than £30 price range. It is located in the riverside. It is near Burger King. Its customer rating is high.
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Burger King]"	The Eagle is a coffee shop providing chinese food in the more than £30 price range. It is located in the riverside. It is near Burger King. Its customer rating is high.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop providing english food in the £20-25 price range. It is located in the city centre. It is near Burger King. Its customer rating is high.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Burger King]"	The Eagle is a family-friendly coffee shop serving english food in the £20-25 price range. It is located in the city centre near Burger King.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop providing english food in the £20-25 price range. It is located in the riverside area near Burger King. Its customer rating is high.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Burger King]"	The Eagle is a kid friendly coffee shop serving english food in the riverside area near Burger King. It has a high customer rating and a price range of £20-25.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Burger King]"	The Eagle is a cheap english coffee shop located in the city centre near Burger King. It has a customer rating of 5 out of 5 and is not family-friendly.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Burger King]"	The Eagle is a cheap, family-friendly coffee shop near Burger King in the city centre. It serves english food and has a customer rating of 5 out of 5.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop providing english food in the cheap price range. It is located in the riverside area. It is near Burger King. Its customer rating is 5 out of 5.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Burger King]"	The Eagle is a family friendly coffee shop serving cheap english food near Burger King in the riverside area. It has a customer rating of 5 out of 5.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Burger King]"	The Eagle is a cheap english coffee shop near Burger King in the city centre. It has an average customer rating and is not family-friendly.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Burger King]"	The Eagle is a cheap, family-friendly coffee shop near Burger King in the city centre. It serves english food and has an average customer rating.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Burger King]"	The Eagle is a cheap english coffee shop near Burger King in the riverside area. It has an average customer rating and is not family-friendly.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Burger King]"	The Eagle is a cheap, family friendly coffee shop near Burger King in the riverside area. It has an average customer rating and serves english food.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop providing english food in the high price range. It is located in the city centre. It is near Burger King. Its customer rating is 1 out of 5 and is not child friendly.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Burger King]"	The Eagle is a coffee shop providing english food in the high price range. It is located in the city centre. It is near Burger King. Its customer rating is 1 out of 5.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop providing english food in the high price range. It is located in the riverside area. It is near Burger King. Its customer rating is 1 out of 5 and is not children friendly.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Burger King]"	The Eagle is a children friendly coffee shop serving english food in the riverside area near Burger King. It has a high price range and a customer rating of 1 out of 5.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop serving english food in the high price range. It is located in the city centre near Burger King. It has an average customer rating and is not child friendly.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Burger King]"	The Eagle is an expensive, family-friendly coffee shop near Burger King in the city centre. It serves english food and has an average customer rating.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Burger King]"	The Eagle is a high priced coffee shop that serves english food. It is located in the riverside area near Burger King. It has an average customer rating and is not child friendly.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Burger King]"	The Eagle is a high priced coffee shop that serves english food. It is located in the riverside area near Burger King. It has an average customer rating and is child friendly.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop providing english food in the less than £20 price range. It is located in the city centre. It is near Burger King. Its customer rating is low.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Burger King]"	The Eagle is a family-friendly coffee shop that serves english food with a price range of less than £20. It is located in the city centre near Burger King. It has a low customer rating.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop providing english food in the less than £20 price range. It is located in the riverside area. It is near Burger King. Its customer rating is low.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Burger King]"	The Eagle is a family friendly coffee shop serving english food in the riverside area near Burger King. It has a low customer rating and a price range of less than £20.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Burger King]"	The Eagle is a moderately priced coffee shop serving english food near Burger King in the city centre. It has a customer rating of 1 out of 5 and is not kid friendly.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Burger King]"	The Eagle is a coffee shop providing english food in the moderate price range. It is located in the city centre. It is near Burger King. Its customer rating is 1 out of 5.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop providing english food in the moderate price range. It is located in the riverside area. It is near Burger King. Its customer rating is 1 out of 5 and is not kid friendly.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Burger King]"	The Eagle is a moderately priced coffee shop that serves english food. It is located in the riverside area near Burger King. It is kid friendly and has a customer rating of 1 out of 5.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop providing english food in the moderate price range. It is located in the city centre. It is near Burger King. It has a customer rating of 3 out of 5 and is not kid friendly.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Burger King]"	The Eagle is a family-friendly coffee shop serving english food in the moderate price range. It is located in the city centre near Burger King.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop providing english food in the moderate price range. It is located in the riverside area. It is near Burger King. Its customer rating is 3 out of 5 and is not kid friendly.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Burger King]"	The Eagle is a kid friendly coffee shop serving english food in the moderate price range. It has a customer rating of 3 out of 5. It is located in the riverside area near Burger King.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop providing english food in the more than £30 price range. It is located in the city centre. It is near Burger King. Its customer rating is high.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Burger King]"	The Eagle is a coffee shop providing english food in the more than £30 price range. It is located in the city centre. It is near Burger King. Its customer rating is high.
"name[The Eagle], eatType[coffee shop], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Burger King]"	The Eagle is a coffee shop providing english food in the more than £30 price range. It is located in the riverside. It is near Burger King. Its customer rating is high.
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre]"	The Golden Palace is a coffee shop providing chinese food in the £20-25 price range. It is located in the city centre. Its customer rating is high.
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside]"	The Golden Palace is a coffee shop providing chinese food in the £20-25 price range. It is located in the riverside. Its customer rating is high.
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre]"	The Golden Palace is a coffee shop providing chinese food in the cheap price range. It is located in the city centre. Its customer rating is 5 out of 5.
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside]"	The Golden Palace is a cheap chinese coffee shop located in the riverside area. It has a customer rating of 5 out of 5.
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], area[city centre]"	The Golden Palace is a cheap chinese coffee shop located in the city centre. It has an average customer rating.
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], area[riverside]"	The Golden Palace is a cheap, average rated chinese coffee shop in the riverside area.
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre]"	The Golden Palace is a coffee shop providing chinese food in the high price range. It is located in the city centre. Its customer rating is 1 out of 5.
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside]"	The Golden Palace is a coffee shop providing chinese food in the high price range. It is located in the riverside. Its customer rating is 1 out of 5.
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[city centre]"	The Golden Palace is a high priced chinese coffee shop located in the city centre. It has an average customer rating.
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[riverside]"	The Golden Palace is a high priced chinese coffee shop located in the riverside area. It has an average customer rating.
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre]"	The Golden Palace is a coffee shop providing chinese food in the less than £20 price range. It is located in the city centre. Its customer rating is low.
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside]"	The Golden Palace is a coffee shop providing chinese food in the less than £20 price range. It is located in the riverside. Its customer rating is low.
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre]"	The Golden Palace is a coffee shop providing chinese food in the moderate price range. It is located in the city centre. Its customer rating is 1 out of 5.
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside]"	The Golden Palace is a coffee shop providing chinese food in the moderate price range. It is located in the riverside. Its customer rating is 1 out of 5.
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre]"	The Golden Palace is a coffee shop providing chinese food in the moderate price range. It is located in the city centre. Its customer rating is 3 out of 5.
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[riverside]"	The Golden Palace is a coffee shop providing chinese food in the moderate price range. It is located in the riverside. Its customer rating is 3 out of 5.
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre]"	The Golden Palace is a coffee shop providing chinese food in the more than £30 price range. It is located in the city centre. Its customer rating is high.
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside]"	The Golden Palace is a highly rated, high priced coffee shop that serves chinese food in the riverside area.
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[£20-25], customer rating[high], area[city centre]"	The Golden Palace is a coffee shop providing english food in the £20-25 price range. It is located in the city centre. Its customer rating is high.
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[£20-25], customer rating[high], area[riverside]"	The Golden Palace is a highly rated, moderately priced coffee shop that serves english food in the riverside area.
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre]"	The Golden Palace is a coffee shop providing english food in the cheap price range. It is located in the city centre. Its customer rating is 5 out of 5.
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside]"	The Golden Palace is a cheap coffee shop serving english food in the riverside area. It has a customer rating of 5 out of 5.
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], area[city centre]"	The Golden Palace is a cheap english coffee shop in the city centre with an average customer rating.
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], area[riverside]"	The Golden Palace is a cheap coffee shop serving english food in the riverside area. It has an average customer rating.
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], area[city centre]"	The Golden Palace is a coffee shop providing english food in the high price range. It is located in the city centre. Its customer rating is 1 out of 5.
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], area[riverside]"	The Golden Palace is a high priced coffee shop serving english food in the riverside area. It has a customer rating of 1 out of 5.
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[high], customer rating[average], area[city centre]"	The Golden Palace is a high priced coffee shop serving english food in the city centre. It has an average customer rating.
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[high], customer rating[average], area[riverside]"	The Golden Palace is a high priced coffee shop serving english food in the riverside area. It has an average customer rating.
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], area[city centre]"	The Golden Palace is a coffee shop providing english food in the less than £20 price range. It is located in the city centre. Its customer rating is low.
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], area[riverside]"	The Golden Palace is a low-priced coffee shop that serves english food. It is located in the riverside area and has a low customer rating.
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre]"	The Golden Palace is a coffee shop providing english food in the moderate price range. It is located in the city centre. Its customer rating is 1 out of 5.
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside]"	The Golden Palace is a moderately priced coffee shop with a customer rating of 1 out of 5.
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre]"	The Golden Palace is a coffee shop providing english food in the moderate price range. It is located in the city centre. Its customer rating is 3 out of 5.
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside]"	The Golden Palace is a moderately priced coffee shop serving english food in the riverside area. It has a customer rating of 3 out of 5.
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[more than £30], customer rating[high], area[city centre]"	The Golden Palace is a coffee shop providing english food in the more than £30 price range. It is located in the city centre. Its customer rating is high.
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[more than £30], customer rating[high], area[riverside]"	The Golden Palace is a high priced coffee shop that serves english food. It is located in the riverside area and has a high customer rating.
"name[The Mill], eatType[coffee shop], food[Chinese], priceRange[£20-25], area[riverside], near[The Sorrento]"	The Mill is a moderately priced coffee shop that serves chinese food in the riverside area near The Sorrento.
"name[The Mill], eatType[coffee shop], food[Chinese], priceRange[cheap], area[riverside], near[The Sorrento]"	The Mill is a cheap chinese coffee shop in the riverside area near The Sorrento.
